"FECHA","EQUIPO","VPNNAME","VPNID","SERVNAME","SERVID","CGW_SESTAT_TOTCUR_UEACTIVE","CGW_SESTAT_TOTCUR_UESETUP","CGW_SESTAT_TOTCUR_UERELEASED","CGW_SESTAT_TOTCUR_PDNACTIVE","CGW_SESTAT_TOTCUR_PDNSETUP","CGW_SESTAT_TOT_PDNRELEASED","CGW_SESTAT_TOT_PDNREJECTED","CGW_SESTAT_TOTCUR_PDN_IPV4","CGW_SESTAT_TOTCUR_PDN_IPV6","CGW_SESTAT_TOTCUR_PDN_IPV4V6","CGW_SESTAT_PDNSETUPTYPE_IPV4","CGW_SESTAT_PDNSETUPTYPE_IPV6","CGW_SESTAT_PDNSETUPTYPE_IPV4V6","CGW_SESTAT_PDNREL_IPV4","CGW_SESTAT_PDNREL_IPV6","CGW_SESTAT_PDNREL_IPV4V6","CGW_SEST_GNU_UL_PKTS","CGW_SEST_GNU_UL_BYTES","CGW_SEST_GNU_UL_DROP_PKTS","CGW_SEST_GNU_UL_DROP_BYTES","CGW_SEST_GNU_DL_PKTS","CGW_SEST_GNU_DL_BYTES","CGW_SEST_GNU_DL_DROP_PKTS","CGW_SEST_GNU_DL_DROP_BYTES","CGW_SEST_DHCP_DISC_HO_RCVED","CGW_SEST_DHCP_DISC_HO_ACTED","CGW_SEST_DHCP_DISC_HO_DEN","CGW_SEST_UPD_DEN_NO_SESSMGR","CGW_SEST_UPD_DEN_NO_MEMORY","CGW_SEST_UPD_DEN_SESMGR_RJTED","CGW_SEST_UPD_DEN_IN_QUEUE_EXC","CGW_SEST_UPD_DEN_SIM_BIND_EXC","CGW_SEST_UPD_DEN_ALLOC_FAIL","THROUGHPUT_UL","THROUGHPUT_DL"
07.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,4294967298,21217.5,21177,4294967297,46,45,0,41,0,0,46,0,0,45,0,0,739143,289275437,0,0,1075549,1233259016,0,0,0,0,0,0,0,0,0,0,0,0.6131,2.6136
08.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,1,404.75,404.5,1,2,2,0,0.25,0,0,2,0,0,2,0,0,498,95963,0,0,674,126248,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003
08.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,8589934590,21443.75,21397.25,8589934590,33,35,0,46.5,0,0,33,0,0,35,0,0,413005,90749308,0,0,612311,586927266,0,0,0,0,0,0,0,0,0,0,0,0.1923,1.2439
09.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,1,410.25,409.75,1,2,2,0,0.5,0,0,2,0,0,2,0,0,3811,633185,0,0,11060,13004624,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0276
09.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,12884901882,21753.75,21713.75,12884901882,31,37,0,40,0,0,31,0,0,37,0,0,615704,64520622,1,83,1650013,1985243273,0,0,0,0,0,0,0,0,0,0,0,0.1367,4.2073
10.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,412.5,411.5,0,2,2,0,1,0,0,2,0,0,2,0,0,109730,6528904,0,0,173366,240191613,0,0,0,0,0,0,0,0,0,0,0,0.0138,0.509
10.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,4294967303,22206,22165,4294967303,53,46,0,41.25,0,0,53,0,0,46,0,0,823833,215302634,0,0,1570766,1877093132,0,0,0,0,0,0,0,0,0,0,0,0.4563,3.9781
11.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,416,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,0,22265,22263,0,0,0,0,2,0,0,0,0,0,0,0,0,6160,510671,0,0,24821,33146510,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0702
12.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,416,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,0,22219.5,22216.5,0,1,1,0,3,0,0,1,0,0,1,0,0,10321,2548389,0,0,12754,13382927,0,0,0,0,0,0,0,0,0,0,0,0.0054,0.0284
13.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,1,416.5,416.25,1,1,1,0,0.25,0,0,1,0,0,1,0,0,409,131056,0,0,508,86720,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0002
13.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,4294967302,22343.25,22297,4294967302,57,51,0,46.25,0,0,57,0,0,51,0,0,324344,65235381,1,52,535654,619137783,0,0,0,0,0,0,0,0,0,0,0,0.1383,1.3121
14.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,1,419.75,419,1,1,0,0,0.75,0,0,1,0,0,0,0,0,27715,4145662,0,0,37774,45049582,0,0,0,0,0,0,0,0,0,0,0,0.0088,0.0955
14.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,8589934581,23081,23043,8589934581,20,31,0,38,0,0,20,0,0,31,0,0,345478,39009518,0,0,1175743,1509551792,0,0,0,0,0,0,0,0,0,0,0,0.0827,3.1992
15.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,1,436,435.75,1,2,2,0,0.25,0,0,2,0,0,2,0,0,1377,95749,0,0,1437,1746587,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0037
15.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,8589934589,23420,23374.75,8589934589,36,39,0,45.25,0,0,36,0,0,39,0,0,428387,35540113,0,0,1345072,1784535062,0,0,0,0,0,0,0,0,0,0,0,0.0753,3.7819
16.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,437,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,4294967297,23676,23630.25,4294967298,46,44,0,46.25,0,0,46,0,0,44,0,0,268404,94381225,0,0,520216,618712497,0,0,0,0,0,0,0,0,0,0,0,0.2,1.3112
17.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,437,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,4294967298,24129.25,24092,4294967298,97,95,0,37.5,0,0,97,0,0,95,0,0,606740,216059509,0,0,920239,993510156,0,0,0,0,0,0,0,0,0,0,0,0.4579,2.1055
